CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
15656263,Teng,764,Spain,Male,29,5,0,2,1,0,65868,0,0,4,DIAMOND,275
15636872,Amadi,585,France,Female,32,8,144706,2,0,0,171483,0,0,1,PLATINUM,767
15589435,Davide,784,France,Male,31,7,0,2,1,1,143204,0,0,1,GOLD,674
15640464,Parkes,605,France,Male,41,5,91613,1,1,1,28428,0,0,5,SILVER,529
15723851,Mazzanti,699,Spain,Male,40,2,0,1,1,0,78387,0,0,2,DIAMOND,231
15722122,Findlay,544,France,Female,40,7,0,1,0,1,161077,0,0,5,GOLD,265
15696852,Hsu,803,France,Female,32,9,192123,1,1,1,54277,1,1,1,SILVER,521
15634936,Chukwukadibia,735,France,Male,41,7,179904,1,1,1,137181,0,0,1,SILVER,505
15575935,Baxter,673,France,Male,59,0,178058,2,0,1,21064,1,1,3,DIAMOND,328
15634491,Kung,652,France,Male,30,2,176167,2,1,1,152211,0,0,1,SILVER,643
15628530,Booth,694,France,Male,42,3,156864,2,0,0,88891,0,0,3,PLATINUM,314
15678720,Evans,741,France,Female,44,7,0,2,1,1,190535,0,0,4,PLATINUM,843
15627999,Kung,590,Spain,Male,30,3,0,2,1,0,83090,0,0,4,PLATINUM,332
15571244,Tung,809,Spain,Female,33,3,0,2,0,1,141427,0,0,5,GOLD,627
15739931,Yuan,523,France,Male,34,2,161589,1,1,1,51359,0,0,3,PLATINUM,940
15806256,Jackson,540,France,Male,48,2,109349,1,1,0,88703,1,1,5,DIAMOND,521
15787258,Ross,596,Spain,Female,29,6,0,2,1,0,116697,0,0,2,SILVER,447
15706463,Yang,597,France,Female,36,9,0,2,1,1,7156,0,0,2,SILVER,323
15691004,Yu,407,Spain,Male,37,1,0,1,1,1,49161,1,1,1,GOLD,900
15792228,Onwumelu,748,France,Male,60,0,152336,1,1,0,126743,1,1,5,SILVER,468
15733447,Gay,562,France,Female,51,1,124663,1,1,1,65390,1,1,5,PLATINUM,446
15679062,Morrison,734,Germany,Female,47,10,91522,2,1,1,138836,0,0,4,SILVER,993
15594409,Belov,710,France,Male,45,1,0,2,1,1,36155,0,0,2,SILVER,829
15613816,Mao,539,Spain,Female,39,6,62052,1,0,1,59755,0,0,4,GOLD,693
15681991,Walsh,542,France,Male,32,7,107872,1,1,0,125303,0,0,2,DIAMOND,668
15796074,Bruno,717,France,Female,36,2,99473,2,1,0,94275,1,1,4,DIAMOND,472
15625941,Gray,682,Spain,Female,50,10,128039,1,1,1,102260,0,0,4,SILVER,947
15615016,Maurer,515,France,Male,33,2,0,2,1,1,136029,0,0,4,PLATINUM,625
15748414,Chiang,526,Spain,Female,33,8,114635,2,1,0,110114,1,1,2,SILVER,624
15751203,Cattaneo,702,France,Male,26,5,56738,2,1,1,100442,1,1,3,SILVER,374
15662658,Grieve,651,Germany,Male,34,2,90355,2,0,0,193598,0,0,3,GOLD,576
15574868,Lowell,792,Germany,Male,36,5,115725,2,0,0,1871,0,0,5,DIAMOND,515
15790282,Trentino,817,Germany,Male,58,3,114328,2,1,1,42831,0,0,3,DIAMOND,262
15762927,Sung,674,Germany,Female,36,6,100763,1,1,0,182157,0,0,3,PLATINUM,397
15803456,Yen,641,France,Female,40,9,0,1,0,0,151649,1,1,5,GOLD,832
15771857,Philipp,513,Spain,Male,39,7,89040,2,1,1,146739,0,0,1,DIAMOND,675
15700601,Dynon,561,France,Male,34,1,78830,1,1,1,12148,0,0,4,GOLD,773
15569670,Alexeyeva,627,Germany,Male,30,6,112373,1,1,1,118029,0,0,3,GOLD,345
15772341,Hs?eh,682,Germany,Male,81,6,122029,1,1,1,50784,0,0,4,PLATINUM,526
15661548,Ferri,683,France,Female,29,0,157829,1,0,0,129892,0,0,1,PLATINUM,984
15787597,Hsu,420,Germany,Female,31,1,108378,2,1,1,9905,0,0,2,DIAMOND,593
15806913,Bishop,670,France,Female,54,2,95507,1,1,1,63213,0,0,2,SILVER,638
15804862,Toscani,505,Germany,Male,43,6,127147,1,0,0,137566,0,0,5,GOLD,903
15792986,T'ao,580,Germany,Male,24,1,133812,1,1,0,17186,1,1,2,DIAMOND,500
15625632,Philip,577,France,Male,36,3,121092,2,0,1,143783,0,0,4,PLATINUM,702
15727703,Li Fonti,773,Germany,Male,34,10,126980,1,0,0,36823,0,0,1,PLATINUM,977
15606273,Rene,616,France,Male,37,5,144236,2,0,0,154958,1,1,1,PLATINUM,993
15799652,Daigle,763,France,Female,38,0,152582,2,0,0,31893,0,0,4,SILVER,624
15715047,Joshua,640,Spain,Male,43,9,172478,1,1,0,191084,1,1,4,DIAMOND,844
15784687,Simmons,592,France,Male,36,1,126477,1,0,0,179718,0,0,2,PLATINUM,956
15615322,Jamieson,528,Spain,Male,43,7,97474,2,1,1,159823,0,0,3,PLATINUM,654
15722072,Hou,630,France,Male,53,5,138054,1,0,1,114111,0,0,1,GOLD,536
15646784,Cochran,529,France,Female,31,2,164003,2,1,1,60993,0,0,3,SILVER,407
15644692,Bibb,546,France,Female,47,8,0,1,1,1,66408,1,1,3,SILVER,432
15670354,Jen,753,France,Female,62,6,0,2,1,1,136399,0,0,4,SILVER,494
15716357,Corran,772,Spain,Female,39,4,122486,2,1,1,140709,0,0,2,SILVER,925
15786717,He,567,France,Male,36,1,0,2,0,0,8556,0,0,2,GOLD,675
15771383,Loggia,628,Germany,Female,45,6,53667,1,1,0,115023,0,0,5,PLATINUM,588
15649793,Lovely,658,France,Male,20,7,0,2,0,0,187638,0,0,4,DIAMOND,275
15731543,Becker,679,Spain,Male,58,9,109328,1,1,1,3829,0,0,3,DIAMOND,902
15684516,Plascencia,629,Spain,Male,34,1,121151,1,0,0,119358,0,0,1,PLATINUM,938
15677249,Somadina,731,Spain,Male,42,9,101044,1,1,1,192176,0,0,4,PLATINUM,882
15581525,Walker,775,Germany,Male,33,3,83502,2,1,0,128841,0,0,3,DIAMOND,816
15628420,Alekseeva,660,Spain,Male,33,2,80462,1,0,0,150422,0,0,2,DIAMOND,652
15600478,Watson,752,France,Male,39,3,0,1,1,0,188187,0,0,3,GOLD,839
15594502,Zotov,655,France,Male,37,6,109093,2,1,0,1776,0,0,5,SILVER,804
15784361,Williamson,543,Spain,Female,46,5,140356,1,1,1,85087,0,0,2,GOLD,880
15767626,Carpenter,811,France,Male,42,10,0,2,1,1,3798,0,0,5,SILVER,750
15632521,Cattaneo,689,Germany,Male,45,0,130171,2,1,0,150856,0,0,3,SILVER,855
15665088,Gordon,531,France,Female,42,2,0,2,0,1,90537,0,0,2,GOLD,556
15652084,Boni,515,France,Male,40,0,109542,1,1,1,166371,0,0,5,GOLD,312
15574761,Lynch,466,France,Female,41,3,33564,2,1,0,178994,1,1,1,DIAMOND,629
15729515,McCarthy,782,France,Male,36,1,148795,2,1,1,195681,0,0,1,DIAMOND,615
15682070,Davies,611,France,Male,64,9,0,2,1,1,53277,0,0,3,GOLD,483
15743817,Hargreaves,621,Germany,Male,40,8,174127,3,1,0,172491,1,1,5,SILVER,994
15572158,Blackburn,604,Spain,Male,41,3,0,1,0,0,11820,0,0,4,PLATINUM,536
15584477,K?,655,Spain,Female,35,1,106405,1,1,1,82900,0,0,3,DIAMOND,580
15614893,Meng,689,Spain,Male,38,2,0,1,1,1,82710,0,0,5,DIAMOND,621
15665963,Cattaneo,681,Spain,Male,30,2,128393,1,1,1,180593,0,0,1,SILVER,906
15612524,Hunt,643,Germany,Male,41,2,127842,1,1,0,172363,0,0,5,GOLD,474
15596962,Owens,617,France,Female,24,4,137295,2,1,1,91195,0,0,1,PLATINUM,598
15744942,Steele,638,Spain,Female,55,2,155828,1,0,1,108987,1,1,2,SILVER,381
15573278,Kennedy,743,France,Male,39,6,0,2,1,0,44265,0,0,5,SILVER,240
15717056,Pan,828,Germany,Female,25,7,144352,1,1,0,116613,0,0,1,PLATINUM,603
15795881,Alexander,776,Spain,Male,35,8,106365,1,1,1,148528,0,0,5,GOLD,454
15758939,Bray,540,Germany,Male,35,7,127802,1,0,1,84239,0,0,5,GOLD,830
15792250,Nnabuife,616,Germany,Female,45,4,122794,1,1,1,62002,0,0,5,SILVER,224
15740406,Padovesi,628,Germany,Male,38,10,113526,1,1,0,46044,1,1,5,PLATINUM,491
15768137,Bray,667,Spain,Female,23,6,136101,2,0,0,169669,1,1,1,DIAMOND,606
15569120,Lucas,615,France,Male,30,7,0,2,1,1,156347,0,0,4,DIAMOND,548
15723721,Tinline,543,France,Male,30,4,140917,1,1,0,157711,0,0,1,PLATINUM,470
15777122,Esomchi,553,France,Female,31,4,0,2,1,1,89087,0,0,2,DIAMOND,393
15742681,Liao,554,Germany,Male,26,4,121365,1,1,1,8742,0,0,5,DIAMOND,926
15582090,Iroawuchi,684,Spain,Female,36,4,0,1,1,0,117039,0,0,1,SILVER,718
15711254,Retana,452,France,Female,35,7,0,2,1,0,164242,0,0,5,SILVER,634
15775067,Fang,606,France,Male,47,3,93579,2,0,1,137721,1,1,5,GOLD,537
15602851,Ozioma,629,France,Male,40,9,0,1,1,0,107,0,0,3,PLATINUM,558
15802857,Robson,659,Spain,Female,33,8,115410,1,0,1,1539,0,0,1,SILVER,595
15701175,Bruno,493,France,Female,33,8,90792,1,1,1,59660,0,0,3,DIAMOND,865
15783019,Price,794,France,Female,62,9,123681,3,1,0,173587,1,1,5,SILVER,247
15728912,Swanson,554,France,Female,44,6,92437,1,1,0,126034,0,0,4,GOLD,938
15585580,Chang,796,Germany,Female,52,9,167194,1,1,1,62809,1,1,3,PLATINUM,424
15583480,Morgan,807,France,Female,36,4,0,2,0,1,147007,0,0,5,GOLD,461
15620341,Nwebube,500,Germany,Male,44,9,160838,2,1,0,196262,0,0,2,SILVER,978
15613886,Trevisan,722,Spain,Male,43,1,0,1,1,0,44560,1,1,5,SILVER,448
15792916,Ositadimma,559,Spain,Female,40,7,144471,1,1,1,18918,0,0,3,SILVER,255
15710408,Cunningham,584,Spain,Female,38,3,0,2,1,1,4525,0,0,2,GOLD,941
15598695,Fields,834,Germany,Female,68,9,130169,2,0,1,93112,0,0,5,GOLD,882
15649354,Johnston,754,Spain,Male,35,4,0,2,1,1,9658,0,0,1,SILVER,474
15737556,Vasilyev,590,France,Male,43,7,81077,2,1,1,182627,1,1,1,DIAMOND,253
15671610,Hooper,740,France,Male,36,7,0,1,1,1,13177,0,0,5,SILVER,466
15625092,Colombo,502,Germany,Female,57,3,101465,1,1,0,43568,1,1,5,SILVER,882
15741032,Tsao,733,France,Male,48,5,0,1,0,1,117831,0,0,1,DIAMOND,674
15750014,Chikere,755,Germany,Female,37,0,113865,2,1,1,117396,0,0,3,GOLD,589
15784761,Ballard,554,Spain,Female,46,7,87603,3,0,1,96929,1,1,4,PLATINUM,818
15768359,Akhtar,534,France,Male,36,4,120038,1,1,0,36276,0,0,4,PLATINUM,488
15805769,O'Loughlin,656,Spain,Male,33,4,0,2,1,0,116706,0,0,4,SILVER,994
15719508,Davis,575,Germany,Male,49,7,121205,4,1,1,168081,1,1,2,DIAMOND,227
15609011,Barry,480,Spain,Male,47,8,75408,1,1,0,25888,1,1,4,SILVER,556
15703106,K'ung,575,France,Male,40,5,0,2,1,1,122489,0,0,3,PLATINUM,251
15626795,Gorman,672,France,Female,40,3,0,1,1,0,113172,1,1,5,GOLD,755
15773731,John,758,Spain,Female,35,5,0,2,0,0,100366,0,0,1,DIAMOND,833
15756196,Tsou,682,France,Male,50,6,121819,2,0,1,124151,0,0,1,SILVER,813
15687903,Okonkwo,501,France,Female,29,8,0,2,1,0,112664,0,0,5,SILVER,222
15777599,Esposito,746,Germany,Male,34,6,141806,2,1,1,183495,0,0,3,SILVER,236
15754577,Boni,556,France,Female,51,8,61354,1,1,0,198811,1,1,4,GOLD,647
15584113,Pratt,823,Germany,Female,53,4,124955,1,0,1,131260,1,1,1,DIAMOND,242
15669589,Page,491,Germany,Female,68,1,95039,1,0,1,116471,1,1,5,SILVER,897
15632793,Wilkinson,638,France,Female,29,9,103418,1,1,1,15336,0,0,4,SILVER,492
15711130,Tseng,734,France,Male,45,2,0,2,1,0,99593,0,0,5,GOLD,321
15615254,Clark,555,France,Male,40,10,43029,1,1,0,170514,0,0,2,GOLD,997
15720583,Finch,745,Germany,Female,44,0,119638,1,1,1,34265,1,1,3,SILVER,660
15780432,Shen,728,France,Male,37,3,122690,2,0,0,106978,1,1,4,GOLD,950
15673223,Hou,626,France,Male,44,10,0,2,0,0,164288,0,0,4,GOLD,627
15807989,Wall,681,Germany,Male,37,8,73179,2,1,1,25293,0,0,4,GOLD,242
15761168,Manna,478,France,Female,38,4,171914,1,1,0,51821,1,1,5,DIAMOND,551
15651272,Reyes,709,France,Male,38,5,0,2,1,1,81452,0,0,1,DIAMOND,649
15812832,Jideofor,562,Germany,Male,33,8,92659,2,1,0,1354,0,0,2,GOLD,374
15680517,Sal,769,Germany,Female,34,7,137239,1,1,1,71380,1,1,2,SILVER,485
15750569,Iweobiegbunam,684,Germany,Female,46,3,102955,2,1,0,154137,0,0,2,PLATINUM,986
15690743,Shao,536,France,Female,61,8,65190,1,1,1,64308,1,1,2,DIAMOND,390
15627741,Heath,631,Germany,Female,29,2,96864,2,1,1,31613,0,0,3,DIAMOND,958
15712121,Chidimma,657,Spain,Male,34,5,154984,1,1,0,27738,0,0,2,PLATINUM,762
15805429,Murray,699,Germany,Male,59,3,106820,1,0,1,163570,0,0,5,SILVER,557
15814923,Sullivan,606,Spain,Male,38,7,128579,1,1,1,193879,0,0,4,SILVER,260
15589230,Wu,612,France,Female,63,2,126473,1,0,1,147546,0,0,5,DIAMOND,633
15775490,Downie,660,France,Female,38,5,110571,2,1,0,195907,0,0,1,SILVER,472
15749727,Chukwufumnanya,829,Spain,Male,50,7,0,2,0,1,178459,0,0,2,SILVER,332
15619238,Allan,567,Spain,Male,29,8,0,2,1,0,156126,0,0,3,GOLD,914
15593468,Findlay,850,France,Female,33,3,0,2,1,1,11159,0,0,4,SILVER,566
15718454,Ch'eng,712,Spain,Female,44,2,0,2,0,0,45739,0,0,5,PLATINUM,334
15789498,Miller,562,France,Male,30,3,111100,2,0,0,140650,0,0,1,GOLD,370
15744691,Tsai,755,France,Female,29,3,0,3,1,0,4734,0,0,1,SILVER,328
15708289,Graham,793,Spain,Male,25,3,100914,1,0,0,10580,0,0,5,SILVER,793
15790412,Norton,471,Spain,Male,26,8,0,2,1,1,179656,0,0,4,GOLD,388
15741416,Yegorov,707,France,Male,42,2,16894,1,1,1,77503,0,0,3,GOLD,855
15598894,Holt,784,Spain,Male,38,10,122268,1,0,0,145760,0,0,5,PLATINUM,510
15663294,Kao,703,France,Male,32,1,125686,1,1,1,56247,0,0,4,DIAMOND,960
15572728,Ross,704,Spain,Male,36,8,127397,1,1,0,151335,0,0,1,DIAMOND,555
15706729,Hsiao,662,France,Male,38,0,105272,1,0,1,179833,0,0,1,GOLD,539
15674433,Allan,636,Germany,Female,28,2,115265,1,0,0,191628,0,0,1,DIAMOND,404
15641170,Liang,640,Spain,Male,36,4,0,1,0,0,173016,0,0,4,SILVER,362
15806284,Briggs,739,Spain,Male,31,1,0,2,1,1,58470,0,0,1,GOLD,252
15690958,Cantrell,767,Germany,Male,23,2,139543,1,0,1,28038,0,0,3,DIAMOND,347
15606386,Wang,753,Germany,Female,46,3,111513,3,1,0,159577,1,1,1,DIAMOND,642
15682322,Aksenov,714,France,Male,37,9,148467,2,0,1,151281,0,0,3,SILVER,936
15579915,Glennon,707,France,Male,29,4,0,2,1,0,139954,0,0,4,GOLD,565
15681928,Yancy,577,France,Female,35,4,108155,1,1,0,105408,0,0,1,PLATINUM,565
15734005,Mazzi,633,France,Female,42,1,0,2,1,0,56866,0,0,2,SILVER,930
15650432,Liu,849,Germany,Male,41,10,84622,1,1,1,198072,0,0,2,PLATINUM,901
15592578,Nucci,614,Spain,Female,41,7,146998,2,0,0,137791,0,0,5,PLATINUM,524
15671243,Y?,558,France,Female,47,9,0,2,1,0,103787,0,0,2,PLATINUM,251
15775709,Nucci,832,France,Female,27,10,98590,1,1,0,30913,0,0,1,SILVER,726
15702631,Tang,567,France,Female,26,2,0,2,1,1,78652,0,0,2,PLATINUM,387
15602282,Kao,587,Germany,Female,45,8,134981,1,1,1,123310,1,1,1,SILVER,314
15717879,Chen,712,Spain,Female,79,5,108079,1,1,1,174119,0,0,2,GOLD,583
15740878,Yao,655,Spain,Female,29,9,0,2,0,1,85736,0,0,5,DIAMOND,686
15794468,Tsou,641,France,Female,42,6,0,2,0,0,121139,0,0,2,PLATINUM,697
15773277,Barnes,676,France,Male,35,5,106837,2,1,0,84200,0,0,3,DIAMOND,871
15572657,H?,472,France,Male,29,8,102490,1,0,1,181225,0,0,4,SILVER,812
15800295,Cruz,644,Germany,Male,34,9,112747,2,0,0,141230,0,0,3,DIAMOND,615
15672397,Smith,598,France,Male,38,0,125488,1,0,0,158112,0,0,5,DIAMOND,355
15684921,Onuchukwu,792,Spain,Male,25,8,142862,1,1,1,130639,0,0,5,PLATINUM,298
15720676,Bukowski,700,France,Female,37,7,0,2,1,0,17041,0,0,3,DIAMOND,341
15731829,Simmons,616,France,Male,34,10,0,2,1,0,25662,0,0,4,SILVER,279
15732672,Stewart,743,Spain,Male,35,6,79388,1,1,1,193361,0,0,3,DIAMOND,585
15692406,Gow,427,France,Male,37,5,0,2,1,1,121485,0,0,2,PLATINUM,869
15764405,Williams,731,France,Male,29,10,0,2,1,1,162453,0,0,4,SILVER,251
15757537,Francis,610,France,Female,31,6,107785,1,1,1,141138,0,0,4,PLATINUM,998
15793307,Calabresi,724,Spain,Female,41,4,142880,3,0,0,185541,1,1,5,SILVER,905
15660679,Chimaobim,653,Spain,Female,38,9,149572,1,1,0,118383,0,0,1,SILVER,896
15666856,Chikwendu,774,France,Male,49,1,142767,1,1,1,8214,0,0,1,SILVER,572
15687372,Padovesi,547,Germany,Male,49,8,121538,2,1,0,46521,1,1,2,DIAMOND,227
15667289,Henderson,719,Spain,Male,50,2,0,2,0,0,10772,0,0,4,PLATINUM,930
15624641,Kharlamova,740,Spain,Male,43,9,0,1,1,0,199291,1,1,4,PLATINUM,891
15734610,Onio,543,France,Male,42,4,89839,3,1,0,85984,1,1,3,DIAMOND,660
15631882,Yeh,688,Germany,Male,45,9,103400,1,0,0,129871,0,0,1,PLATINUM,632
15642709,Feng,474,France,Female,30,9,0,2,0,0,63158,0,0,1,PLATINUM,894
15811026,Norman,505,Germany,Male,43,5,136856,2,1,0,171071,0,0,1,SILVER,650
15596303,White,688,France,Female,39,0,0,2,1,0,53222,1,1,5,GOLD,765
15787255,Manfrin,650,Germany,Female,55,2,140891,3,1,1,179834,1,1,5,PLATINUM,526
15617166,Ritchie,610,France,Male,37,0,0,1,1,0,114515,0,0,5,PLATINUM,728
15742442,Udegbulam,705,Spain,Female,46,5,89365,1,0,1,139162,0,0,4,GOLD,336
15758692,Kao,669,France,Female,29,7,146011,1,0,0,50249,0,0,1,DIAMOND,381
15568238,Diaz,650,Spain,Male,20,8,0,2,1,1,113470,0,0,4,PLATINUM,776
15730353,Olisaemeka,550,Germany,Male,29,9,145294,2,1,0,147484,0,0,3,SILVER,872
15731555,Ross-Watt,595,Germany,Female,45,9,106000,1,0,0,191449,1,1,1,PLATINUM,470
15582404,Miller,572,Spain,Female,26,5,0,2,1,0,119381,0,0,2,SILVER,502
15721462,Shubin,622,Spain,Female,58,2,0,2,1,1,33277,0,0,5,PLATINUM,746
15632899,Nwankwo,662,Spain,Male,20,9,104509,2,0,0,73108,0,0,5,DIAMOND,944
15808526,Cartwright,783,Germany,Female,58,3,127539,1,1,1,96590,1,1,5,SILVER,270
15694349,Ngozichukwuka,714,Spain,Male,44,7,0,1,0,1,6923,0,0,2,DIAMOND,902
15718465,Sadler,671,Germany,Male,51,3,96891,1,1,0,176403,1,1,3,PLATINUM,654
15682995,Azuka,600,France,Female,32,1,78535,1,1,0,64350,0,0,4,PLATINUM,729
15584776,Shen,847,Spain,Female,37,9,112712,1,1,0,116097,0,0,1,GOLD,355
15777772,Whittaker,650,Spain,Male,55,9,119618,1,1,1,29861,0,0,4,GOLD,405
15576156,Abazu,710,Spain,Female,28,6,0,1,1,0,48427,0,0,3,GOLD,406
15646756,Murphy,682,France,Female,33,8,74964,1,1,1,32771,0,0,4,DIAMOND,359
15742886,Ford,642,France,Male,26,1,138024,2,0,1,117060,0,0,3,GOLD,794
15586135,Gratwick,536,Spain,Female,28,4,0,1,1,1,136198,0,0,1,PLATINUM,937
15616152,Pai,754,France,Female,47,1,185514,1,1,0,27439,0,0,4,DIAMOND,472
15721460,Lorenzo,678,France,Male,60,8,185649,1,0,0,192157,1,1,2,PLATINUM,508
15727317,Brady,533,Germany,Female,49,1,102287,3,1,0,69409,1,1,1,SILVER,930
15649536,Wong,741,Germany,Male,38,4,128016,1,1,0,58440,0,0,2,GOLD,792
15754929,Douglas,757,France,Male,31,10,39539,2,0,0,192519,0,0,5,GOLD,799
15572051,Kennedy,721,France,Male,40,3,0,1,1,1,144875,0,0,1,SILVER,391
15668142,Chang,700,France,Male,37,3,77608,2,1,1,175373,0,0,1,SILVER,389
15701176,Brown,663,France,Male,26,5,141462,1,1,0,440,0,0,5,SILVER,940
15708422,Hsiung,677,Spain,Female,35,0,0,2,0,0,76637,0,0,4,SILVER,889
15655632,MacDonald,655,France,Male,27,2,131691,1,1,0,49481,0,0,1,DIAMOND,411
15744606,Davidson,832,Spain,Male,29,8,93834,1,0,1,10418,0,0,2,GOLD,294
15612140,Milano,721,Spain,Female,46,7,137933,1,1,1,67977,0,0,4,GOLD,249
15656086,Bovee,542,Spain,Male,54,8,105770,1,0,1,140930,1,1,4,DIAMOND,780
15655298,Lewis,654,Spain,Female,54,5,0,2,0,1,47139,0,0,3,SILVER,613
15644796,Dyer,821,Spain,Female,38,8,0,2,0,1,126241,1,1,2,PLATINUM,974
15726250,Hsia,508,France,Female,38,3,166329,2,0,1,22614,0,0,3,DIAMOND,789
15764432,Hicks,588,Germany,Female,42,2,164308,1,1,0,48498,0,0,3,PLATINUM,238
15631721,Millar,691,Germany,Male,38,9,163966,2,0,1,103511,0,0,3,GOLD,801
15707479,Fan,664,France,Male,40,7,125609,1,1,0,122073,0,0,2,PLATINUM,458
15579826,Young,439,France,Female,66,9,0,1,1,0,65536,0,0,1,SILVER,764
15668104,Kerr,479,Spain,Male,37,6,118434,1,0,1,160061,0,0,2,GOLD,956
15641604,Frolova,850,France,Female,55,10,98488,1,1,0,155880,1,1,4,SILVER,814
15587240,Vasilyev,518,France,Male,40,4,0,2,0,1,194417,0,0,1,PLATINUM,478
15680767,Sabbatini,717,Germany,Female,64,10,98362,2,1,1,21630,0,0,1,SILVER,682
15601594,Ifeanacho,698,France,Female,51,6,144238,4,1,0,157144,1,1,4,GOLD,915
15589969,Capon,850,France,Male,34,6,0,1,0,1,52796,0,0,3,GOLD,831
15703728,Chieloka,700,Spain,Male,47,4,0,1,1,0,121799,1,1,2,GOLD,810
15617790,Hanson,626,France,Female,29,4,105767,2,0,0,41105,0,0,1,PLATINUM,838
15662500,Ts'ao,774,Spain,Male,32,9,0,2,1,0,10604,0,0,3,DIAMOND,752
15778526,Bradshaw,719,Spain,Female,48,5,0,2,0,0,78564,0,0,4,GOLD,922
15670584,Nkemakolam,646,Spain,Male,31,2,0,1,1,1,170821,1,1,4,DIAMOND,350
15748069,Clunie,485,France,Female,25,3,134467,1,1,1,113266,0,0,2,PLATINUM,734
15680597,Cover,784,Germany,Male,38,1,138515,1,1,1,171769,0,0,2,PLATINUM,942
15628992,Esposito,850,Germany,Male,32,2,128648,2,0,0,54416,0,0,2,SILVER,607
15719624,Hodgson,669,France,Female,38,9,121859,1,1,0,130755,0,0,2,DIAMOND,981
15812767,Harvey,731,Spain,Male,70,3,0,2,1,1,141181,0,0,2,DIAMOND,409
15689201,Dobie,721,France,Female,49,1,120109,1,0,1,183422,0,0,4,SILVER,970
15614716,Okwudilichukwu,515,France,Female,37,0,196854,1,1,1,132770,0,0,3,PLATINUM,644
15683618,Dyer,774,France,Female,35,3,121419,1,1,1,24400,0,0,4,DIAMOND,981
15799631,Chase,585,Spain,Male,36,10,0,2,1,1,180319,0,0,3,SILVER,722
15692259,Baresi,695,France,Female,29,9,0,2,1,0,111565,0,0,2,DIAMOND,903
15590966,Lo,729,Germany,Female,42,4,97496,2,0,0,2003,0,0,3,GOLD,583
15656426,Tyler,713,France,Female,42,3,0,2,0,0,82565,0,0,2,SILVER,521
15675256,Ts'ui,555,Spain,Male,33,5,127343,1,0,1,121789,0,0,1,PLATINUM,311
15751185,Aparicio,699,Spain,Female,50,0,158634,1,1,0,193786,0,0,1,SILVER,835
15789582,Macleod,587,France,Male,55,9,0,1,1,0,64593,0,0,1,GOLD,916
15651103,Sal,762,Spain,Female,69,9,183745,1,1,1,196994,0,0,3,DIAMOND,323
15672299,Yeh,510,France,Male,44,6,0,2,1,1,175518,0,0,3,SILVER,736
15772250,Udegbunam,842,Spain,Male,46,9,0,1,0,0,17268,0,0,1,SILVER,675
15763922,Alexandrov,608,France,Male,31,7,79963,2,1,0,60902,0,0,4,SILVER,898
15633870,Ozioma,850,France,Female,36,10,0,2,1,1,100750,0,0,4,SILVER,795
15624323,Atkins,642,France,Male,36,4,0,2,1,1,195225,0,0,2,PLATINUM,289
15688612,Campos,850,France,Male,33,7,140957,1,0,0,3510,0,0,2,PLATINUM,483
15694644,Wood,455,Spain,Female,43,6,0,1,1,1,81251,0,0,5,PLATINUM,885
15587174,Kerr,726,France,Male,29,7,0,2,1,1,91844,1,1,4,DIAMOND,525
15579559,Chienezie,544,Spain,Male,30,8,145242,1,1,1,80677,0,0,1,DIAMOND,388
15775430,Tsou,651,Germany,Male,31,7,138008,2,1,0,129913,0,0,3,DIAMOND,423
15623695,McKinnon,814,France,Female,31,4,0,2,1,1,142029,0,0,2,SILVER,321
15760849,Nwachukwu,537,France,Male,39,2,0,2,1,1,137652,0,0,2,SILVER,413
15813095,Nwebube,553,France,Male,37,2,0,2,1,0,33877,0,0,1,SILVER,461
15705281,Burt,800,Spain,Male,38,9,0,1,1,0,78744,0,0,2,DIAMOND,350
15812594,Ross,791,France,Male,34,7,0,2,1,0,96734,0,0,1,DIAMOND,802
15626322,Lees,699,Spain,Female,29,9,127571,2,1,0,164757,0,0,1,SILVER,901
15723105,Feetham,756,France,Female,28,6,0,1,1,1,164395,0,0,2,SILVER,458
15588449,Chuang,591,Spain,Female,27,5,107813,1,0,1,162502,1,1,2,SILVER,792
15794849,Aitken,850,Germany,Male,22,7,91561,2,0,0,10541,0,0,1,GOLD,713
15620000,Chambers,760,Germany,Male,34,6,121304,2,1,1,59325,0,0,4,SILVER,791
15799720,Coburn,569,Spain,Male,43,8,161547,2,0,1,178187,0,0,2,PLATINUM,415
15711287,Ahmed,661,Spain,Female,35,5,128415,1,1,0,142626,0,0,5,SILVER,969
15613102,Ogochukwu,670,France,Female,31,2,57530,1,1,1,181893,1,1,1,PLATINUM,839
15621440,Soto,694,France,Male,38,1,0,2,0,1,156858,0,0,5,PLATINUM,918
15677146,Obiajulu,728,France,Female,28,4,142244,2,1,0,33075,0,0,4,SILVER,903
15801169,Yegorova,764,Germany,Female,39,9,138342,1,1,0,50073,1,1,2,GOLD,699
15722425,Lucchese,639,France,Male,32,9,0,2,1,0,111340,0,0,4,GOLD,846
15682421,Talbot,683,France,Female,30,2,0,2,0,1,100497,1,1,2,PLATINUM,526
15691910,Lu,663,Spain,Male,30,4,0,3,1,0,101371,0,0,1,DIAMOND,604
15721779,Arnold,826,Spain,Male,41,5,146466,2,0,0,180935,0,0,3,GOLD,984
